162,8/20/2018
163,8/21/2018
164,8/22/2018
165,8/23/2018
166,8/24/2018
167,8/27/2018
168,8/28/2018
169,8/29/2018
170,8/30/2018
171,8/31/2018
172,9/4/2018
173,9/5/2018
174,9/6/2018
175,9/7/2018
176,9/10/2018
177,9/11/2018
178,9/12/2018
179,9/13/2018
180,9/14/2018
181,9/17/2018
182,9/18/2018
183,9/19/2018
184,9/20/2018
185,9/21/2018
186,9/24/2018
187,9/25/2018
188,9/26/2018
189,9/27/2018
190,9/28/2018
191,10/1/2018
192,10/2/2018
193,10/3/2018
194,10/4/2018
195,10/5/2018
196,10/8/2018
197,10/9/2018
198,10/10/2018
199,10/11/2018
200,10/12/2018
201,10/15/2018
202,10/16/2018
203,10/17/2018
204,10/18/2018
205,10/19/2018
206,10/22/2018
207,10/23/2018
208,10/24/2018
209,10/25/2018
210,10/26/2018
211,10/29/2018
212,10/30/2018
213,10/31/2018
214,11/1/2018
215,11/2/2018
216,11/5/2018
217,11/6/2018
218,11/7/2018
219,11/8/2018
220,11/9/2018
221,11/12/2018
222,11/13/2018
223,11/14/2018
224,11/15/2018
225,11/16/2018
226,11/19/2018
227,11/20/2018
228,11/21/2018
229,11/26/2018
230,11/27/2018
231,11/28/2018
232,11/29/2018
233,11/30/2018
234,12/3/2018
235,12/4/2018
236,12/5/2018
237,12/6/2018
238,12/7/2018
239,12/10/2018
240,12/11/2018
241,12/12/2018
242,12/13/2018
243,12/14/2018
244,12/17/2018
245,12/18/2018
246,12/19/2018
247,12/20/2018
248,12/21/2018
249,12/26/2018
250,12/27/2018
251,12/28/2018
252,12/31/2018
253,1/2/2019
254,1/3/2019
255,1/4/2019
256,1/7/2019
257,1/8/2019
258,1/9/2019
259,1/10/2019
260,1/11/2019
261,1/14/2019
262,1/15/2019
263,1/16/2019
264,1/17/2019
265,1/18/2019
266,1/22/2019
267,1/23/2019
268,1/24/2019
269,1/25/2019
270,1/28/2019
271,1/29/2019
272,1/30/2019
273,1/31/2019
274,2/1/2019
275,2/4/2019
276,2/5/2019
277,2/6/2019
278,2/7/2019
279,2/8/2019
280,2/11/2019
281,2/12/2019
282,2/13/2019
283,2/14/2019
284,2/15/2019
285,2/18/2019
286,2/19/2019
287,2/20/2019
288,2/21/2019
289,2/22/2019
290,2/25/2019
291,2/26/2019
292,2/27/2019
293,2/28/2019
294,3/1/2019
295,3/4/2019
296,3/5/2019
297,3/6/2019
298,3/7/2019
299,3/8/2019
300,3/11/2019
301,3/12/2019
302,3/13/2019
303,3/14/2019
304,3/15/2019
305,3/18/2019
306,3/19/2019
307,3/20/2019
308,3/21/2019
309,3/22/2019
310,3/25/2019
311,3/26/2019
312,3/27/2019
313,3/28/2019
314,3/29/2019
315,4/1/2019
316,4/2/2019
317,4/3/2019
318,4/4/2019
319,4/5/2019
320,4/8/2019
321,4/9/2019
322,4/10/2019
323,4/11/2019
324,4/12/2019
325,4/15/2019
326,4/16/2019
327,4/17/2019
328,4/18/2019
329,4/19/2019
330,4/22/2019
331,4/23/2019
332,4/24/2019
333,4/25/2019
334,4/26/2019
335,4/29/2019
336,4/30/2019
337,5/1/2019
338,5/2/2019
339,5/3/2019
340,5/6/2019
341,5/7/2019
342,5/8/2019
343,5/9/2019
344,5/10/2019
345,5/13/2019
346,5/14/2019
347,5/15/2019
348,5/16/2019
349,5/17/2019
350,5/20/2019
351,5/21/2019
352,5/22/2019
353,5/23/2019
354,5/24/2019
355,5/28/2019
356,5/29/2019
357,5/30/2019
358,5/31/2019
359,6/3/2019
360,6/4/2019
361,6/5/2019
362,6/6/2019
363,6/7/2019
364,6/10/2019
365,6/11/2019
366,6/12/2019
367,6/13/2019
368,6/14/2019
369,6/17/2019
370,6/18/2019
371,6/19/2019
372,6/20/2019
373,6/21/2019
374,6/24/2019
375,6/25/2019
376,6/26/2019
377,6/27/2019
378,6/28/2019
379,7/1/2019
380,7/2/2019
381,7/3/2019
382,7/5/2019
383,7/8/2019
384,7/9/2019
385,7/10/2019
386,7/11/2019
387,7/12/2019
388,7/15/2019
389,7/16/2019
390,7/17/2019
391,7/18/2019
392,7/19/2019
393,7/22/2019
394,7/23/2019
395,7/24/2019
396,7/25/2019
397,7/26/2019
398,7/29/2019
399,7/30/2019
400,7/31/2019
401,8/1/2019
402,8/2/2019
403,8/5/2019
404,8/6/2019
405,8/7/2019
406,8/8/2019
407,8/9/2019
408,8/12/2019
409,8/13/2019
410,8/14/2019
411,8/15/2019
412,8/16/2019
413,8/19/2019
414,8/20/2019
415,8/21/2019
416,8/22/2019
417,8/23/2019
418,8/26/2019
419,8/27/2019
420,8/28/2019
421,8/29/2019
422,8/30/2019
423,9/3/2019
424,9/4/2019
425,9/5/2019
426,9/6/2019
427,9/9/2019
428,9/10/2019
429,9/11/2019
430,9/12/2019
431,9/13/2019
432,9/16/2019
433,9/17/2019
434,9/18/2019
435,9/19/2019
436,9/20/2019
437,9/23/2019
438,9/24/2019
439,9/25/2019
440,9/26/2019
441,9/27/2019
442,9/30/2019
443,10/1/2019
444,10/2/2019
445,10/3/2019
446,10/4/2019
447,10/7/2019
448,10/8/2019
449,10/9/2019
450,10/10/2019
451,10/11/2019
452,10/14/2019
453,10/15/2019
454,10/16/2019
455,10/17/2019
456,10/18/2019
457,10/21/2019
458,10/22/2019
459,10/23/2019
460,10/24/2019
461,10/25/2019
462,10/28/2019
463,10/29/2019
464,10/30/2019
465,10/31/2019
466,11/1/2019
467,11/4/2019
468,11/5/2019
469,11/6/2019
470,11/7/2019
471,11/8/2019
472,11/11/2019
473,11/12/2019
474,11/13/2019
475,11/14/2019
476,11/15/2019
477,11/18/2019
478,11/19/2019
479,11/20/2019
480,11/21/2019
481,11/22/2019
482,11/25/2019
483,11/26/2019
484,11/27/2019
485,12/2/2019
486,12/3/2019
487,12/4/2019
488,12/5/2019
489,12/6/2019
490,12/9/2019
491,12/10/2019
492,12/11/2019
493,12/12/2019
494,12/13/2019
495,12/16/2019
496,12/17/2019
497,12/18/2019
498,12/19/2019
499,12/20/2019
500,12/23/2019
501,12/26/2019
502,12/27/2019
503,12/30/2019
504,12/31/2019
505,1/2/2020
506,1/3/2020
507,1/6/2020
508,1/7/2020
509,1/8/2020
510,1/9/2020
511,1/10/2020
512,1/13/2020
513,1/14/2020
514,1/15/2020
515,1/16/2020
516,1/17/2020
517,1/21/2020
518,1/22/2020
519,1/23/2020
520,1/24/2020
521,1/27/2020
522,1/28/2020
523,1/29/2020
524,1/30/2020
525,1/31/2020
526,2/3/2020
527,2/4/2020
528,2/5/2020
529,2/6/2020
530,2/7/2020
531,2/10/2020
532,2/11/2020
533,2/12/2020
534,2/13/2020
535,2/14/2020
536,2/17/2020
537,2/18/2020
538,2/19/2020
539,2/20/2020
540,2/21/2020
541,2/24/2020
542,2/25/2020
543,2/26/2020
544,2/27/2020
545,2/28/2020
546,3/2/2020
547,3/3/2020
548,3/4/2020
549,3/5/2020
550,3/6/2020
551,3/9/2020
552,3/10/2020
553,3/11/2020
554,3/12/2020
555,3/13/2020
556,3/16/2020
557,3/17/2020
558,3/18/2020
559,3/19/2020
560,3/20/2020
561,3/23/2020
562,3/24/2020
563,3/25/2020
564,3/26/2020
565,3/27/2020
566,3/30/2020
567,3/31/2020
568,4/1/2020
569,4/2/2020
570,4/3/2020
571,4/6/2020
572,4/7/2020
573,4/8/2020
574,4/9/2020
575,4/10/2020
576,4/13/2020
577,4/14/2020
578,4/15/2020
579,4/16/2020
580,4/17/2020
581,4/20/2020
582,4/21/2020
583,4/22/2020
584,4/23/2020
585,4/24/2020
586,4/27/2020
587,4/28/2020
588,4/29/2020
589,4/30/2020
590,5/1/2020
591,5/4/2020
592,5/5/2020
593,5/6/2020
594,5/7/2020
595,5/8/2020
596,5/11/2020
597,5/12/2020
598,5/13/2020
599,5/14/2020
600,5/15/2020
601,5/18/2020
602,5/19/2020
603,5/20/2020
604,5/21/2020
605,5/22/2020
606,5/26/2020
607,5/27/2020
608,5/28/2020
609,5/29/2020
610,6/1/2020
611,6/2/2020
612,6/3/2020
613,6/4/2020
614,6/5/2020
615,6/8/2020
616,6/9/2020
617,6/10/2020
618,6/11/2020
619,6/12/2020
620,6/15/2020
621,6/16/2020
622,6/17/2020
623,6/18/2020
624,6/19/2020
625,6/22/2020
626,6/23/2020
627,6/24/2020
628,6/25/2020
629,6/26/2020
630,6/29/2020
631,6/30/2020
632,7/1/2020
633,7/2/2020
634,7/6/2020
635,7/7/2020
636,7/8/2020
637,7/9/2020
638,7/10/2020
639,7/13/2020
640,7/14/2020
641,7/15/2020
642,7/16/2020
643,7/17/2020
644,7/20/2020
645,7/21/2020
646,7/22/2020
647,7/23/2020
648,7/24/2020
649,7/27/2020
650,7/28/2020
651,7/29/2020
652,7/30/2020
653,7/31/2020
654,8/3/2020
655,8/4/2020
656,8/5/2020
657,8/6/2020
658,8/7/2020
659,8/10/2020
660,8/11/2020
661,8/12/2020
662,8/13/2020
663,8/14/2020
664,8/17/2020
665,8/18/2020
666,8/19/2020
667,8/20/2020
668,8/21/2020
669,8/24/2020
670,8/25/2020
671,8/26/2020
672,8/27/2020
673,8/28/2020
674,8/31/2020
675,9/1/2020
676,9/2/2020
677,9/3/2020
678,9/4/2020
679,9/8/2020
680,9/9/2020
681,9/10/2020
682,9/11/2020
683,9/14/2020
684,9/15/2020
685,9/16/2020
686,9/17/2020
687,9/18/2020
688,9/21/2020
689,9/22/2020
690,9/23/2020
691,9/24/2020
692,9/25/2020
693,9/28/2020
694,9/29/2020
695,9/30/2020
696,10/1/2020
697,10/2/2020
698,10/5/2020
699,10/6/2020
700,10/7/2020
701,10/8/2020
702,10/9/2020
703,10/12/2020
704,10/13/2020
705,10/14/2020
706,10/15/2020
707,10/16/2020
708,10/19/2020
709,10/20/2020
710,10/21/2020
711,10/22/2020
712,10/23/2020
713,10/26/2020
714,10/27/2020
715,10/28/2020
716,10/29/2020
717,10/30/2020
718,11/2/2020
719,11/3/2020
720,11/4/2020
721,11/5/2020
722,11/6/2020
723,11/9/2020
724,11/10/2020
725,11/11/2020
726,11/12/2020
727,11/13/2020
728,11/16/2020
729,11/17/2020
730,11/18/2020
731,11/19/2020
732,11/20/2020
733,11/23/2020
734,11/24/2020
735,11/25/2020
736,11/30/2020
737,12/1/2020
738,12/2/2020
739,12/3/2020
740,12/4/2020
741,12/7/2020
742,12/8/2020
743,12/9/2020
744,12/10/2020
745,12/11/2020
746,12/14/2020
747,12/15/2020
748,12/16/2020
749,12/17/2020
750,12/18/2020
751,12/21/2020
752,12/22/2020
753,12/23/2020
754,12/24/2020
755,12/28/2020
756,12/29/2020
757,12/30/2020
758,12/31/2020
